tick,plasticity_this_tick,m0_energy,m0_fatigue,m0_bonding,m0_fear_threat,m0_stress,m0_closeness_child,m0_OT,m0_CORT,m0_mot_Forage,m0_mot_Care,m0_mot_Self,m0_mot_Protect,m0_sel_Forage,m0_sel_Care,m0_sel_Self,m0_sel_Protect,c0_hunger,c0_warmth,c0_injury
501,0,97.19999999999996,0.0,4.564580434411418e-65,4.6365076883550164e-67,1.5045823471366801e-30,0.0,3.9808064824033706e-67,2.0768245493530218e-32,13.43370898654865,3.3078153958338426e-66,5.960600266013376e-31,1.4781624731605051e-66,1,0,0,0,,,
502,0,96.69999999999996,0.5,2.2922422334117177e-65,2.3182538441775082e-67,7.592139220661835e-31,0.0,1.9904032412016853e-67,1.0384122746765109e-32,13.43370898654865,1.6611196274466657e-66,3.00772550896987e-31,7.418220677761584e-67,1,0,0,0,,,
503,0,96.19999999999996,1.0,1.1510971248088632e-65,1.1591269220887541e-67,3.830683352820135e-31,0.0,9.952016206008426e-68,5.1920613733825546e-33,13.43370898654865,8.341657784882048e-67,0.27780013126156566,3.722814494860321e-67,1,0,0,0,,,
504,0,95.69999999999996,1.5,5.780365664559338e-66,5.7956346104437705e-68,1.9326485476546762e-31,0.0,4.976008103004213e-68,2.5960306866912773e-33,13.43370898654865,4.188858716265384e-67,0.5556002625231313,1.8682593254199253e-67,1,0,0,0,,,
505,0,95.19999999999996,2.0,2.90262285253718e-66,2.8978173052218852e-68,9.749777094496424e-32,0.0,2.4880040515021066e-68,1.2980153433456386e-33,13.43370898654865,2.1034442700448722e-67,0.833400393784697,9.37555701704845e-68,1,0,0,0,,,
506,0,94.69999999999996,2.5,1.4575314363973454e-66,1.4489086526109426e-68,4.918155725359734e-32,0.0,1.2440020257510533e-68,6.490076716728193e-34,13.43370898654865,1.0562295909785262e-67,1.1112005250462627,4.704908703498637e-68,1,0,0,0,,,
507,0,94.19999999999996,3.0,7.318757232630504e-67,7.244543263054713e-69,2.4807114517356275e-32,0.0,6.220010128755266e-69,3.2450383583640966e-34,13.43370898654865,5.30368523467308e-68,1.3890006563078285,2.3610194492365245e-68,1,0,0,0,,,
508,0,100,3.1,3.674928641637141e-67,3.6222716315273565e-69,1.251172520395694e-32,0.0,3.110005064377633e-69,1.6225191791820483e-34,13.43370898654865,2.6631112572267653e-68,1.666800787569394,1.184792273361865e-68,1,0,0,0,,,
509,0,99.8,2.1,1.8452393334795148e-67,1.8111358157636783e-69,6.30994657461787e-33,0.0,1.5550025321888166e-69,8.112595895910242e-35,13.43370898654865,1.3371899485584952e-68,1.7223608138217072,5.94537411052734e-69,1,0,0,0,,,
510,0,99.6,1.1,9.265071730702296e-68,9.055679078818391e-70,3.1820152736286356e-33,0.0,7.775012660944083e-70,4.056297947955121e-35,13.43370898654865,6.71412134251804e-69,1.1667605512985761,2.983393427122678e-69,1,0,0,0,,,
511,0,99.39999999999999,0.10000000000000009,4.651973397003509e-68,4.5278395394091957e-70,1.604528629974168e-33,0.0,3.8875063304720416e-70,2.0281489739775604e-35,13.43370898654865,3.3711464711218005e-69,0.6111602887754446,1.4970498994908425e-69,1,0,0,0,,,
512,0,99.19999999999999,0.0,2.3357054643279348e-68,2.2639197697045978e-70,8.090248115670091e-34,0.0,1.9437531652360208e-70,1.0140744869887802e-35,13.43370898654865,1.692616135492291e-69,0.05556002625231319,7.51201542710173e-70,1,0,0,0,,,
513,0,98.99999999999999,0.0,1.1727121150770576e-68,1.1319598848522989e-70,4.078926540734671e-34,0.0,9.718765826180104e-71,5.070372434943901e-36,13.43370898654865,8.498295177118409e-70,1.6159202366039362e-34,3.769390678374624e-70,1,0,0,0,,,
514,0,98.79999999999998,0.0,5.887857489950739e-69,5.6597994242614946e-71,2.0563645118171482e-34,0.0,4.859382913090052e-71,2.5351862174719505e-36,13.43370898654865,4.266754838387681e-70,8.14655766730479e-35,1.8913868215991917e-70,1,0,0,0,,,
515,0,98.59999999999998,0.0,2.956077202258095e-69,2.8298997121307473e-71,1.0366328766334805e-34,0.0,2.429691456545026e-71,1.2675931087359752e-36,13.43370898654865,2.142181044108079e-70,4.1067570757949507e-35,9.490391520055356e-71,1,0,0,0,,,
516,0,98.39999999999998,0.0,1.4841128297704103e-69,1.4149498560653736e-71,5.225417486791934e-35,0.0,1.214845728272513e-71,6.337965543679876e-37,13.43370898654865,1.0754923345111587e-70,2.0701176589687526e-35,4.761924466057377e-71,1,0,0,0,,,
517,0,98.19999999999997,0.0,7.450935292058865e-70,7.074749280326868e-72,2.633835295208233e-35,0.0,6.074228641362565e-72,3.168982771839938e-37,13.43370898654865,5.3994707348413896e-71,1.043428390020015e-35,2.3893265860435383e-71,1,0,0,0,,,
518,0,97.99999999999997,0.0,3.7406532176328396e-70,3.537374640163434e-72,1.3274809235102495e-35,0.0,3.0371143206812825e-72,1.584491385919969e-37,13.43370898654865,2.710739898563493e-71,5.258989752778268e-36,1.1988454695291938e-71,1,0,0,0,,,
519,0,97.79999999999997,0.0,1.8779193946181232e-70,1.768687320081717e-72,6.690220997081912e-36,0.0,1.5185571603406412e-72,7.922456929599845e-38,13.43370898654865,1.3608722148531454e-71,2.6504187777282305e-36,6.015138230183093e-72,1,0,0,0,,,
520,0,97.59999999999997,0.0,9.427560902099134e-71,8.843436600408585e-73,3.3715186883062886e-36,0.0,7.592785801703206e-73,3.9612284647999226e-38,13.43370898654865,6.831872402122721e-72,1.3356713395336637e-36,3.0180245563601086e-72,1,0,0,0,,,
521,0,97.39999999999996,0.0,4.7327624155538254e-71,4.4217183002042926e-73,1.6989634390358105e-36,0.0,3.796392900851603e-73,1.9806142323999613e-38,13.43370898654865,3.429691864989858e-72,6.730666451016061e-37,1.514239998814335e-72,1,0,0,0,,,
522,0,97.19999999999996,0.0,2.375872190029042e-71,2.2108591501021463e-73,8.560837669592384e-37,0.0,1.8981964504258015e-73,9.903071161999807e-39,13.43370898654865,1.7217237644591776e-72,3.391488102181901e-37,7.59733859724308e-73,1,0,0,0,,,
523,0,96.99999999999996,0.0,1.1926815861405857e-71,1.1054295750510732e-73,4.313429072002857e-37,0.0,9.490982252129008e-74,4.951535580999903e-39,13.43370898654865,8.643007982117133e-73,1.708821489427886e-37,3.811738600207242e-73,1,0,0,0,,,
524,0,96.79999999999995,0.0,5.987135386333252e-72,5.527147875255366e-74,2.1732196546047614e-37,0.0,4.745491126064504e-74,2.4757677904999516e-39,13.43370898654865,4.338698570969188e-73,8.609494638824106e-38,1.9124039508964722e-73,1,0,0,0,,,
525,0,96.59999999999995,0.0,3.0054314209817875e-72,2.763573937627683e-74,1.094862386604047e-37,0.0,2.372745563032252e-74,1.2378838952499758e-39,13.43370898654865,2.1779465754399048e-73,4.337440915254392e-38,9.594693008446618e-74,1,0,0,0,,,
526,0,96.39999999999995,0.0,1.5086475743984746e-72,1.3817869688138415e-74,5.515574729528567e-38,0.0,1.186372781516126e-74,6.189419476249879e-40,13.43370898654865,1.0932719326976077e-73,2.185067255548365e-38,4.813683131205436e-74,1,0,0,0,,,
527,0,96.19999999999995,0.0,7.572897191530277e-73,6.908934844069207e-75,2.7784187630184496e-38,0.0,5.93186390758063e-75,3.0947097381249395e-40,13.43370898654865,5.487852888376316e-74,1.1007070267347673e-38,2.4150098790937823e-74,1,0,0,0,,,
528,0,95.99999999999994,0.0,3.8012782555340906e-73,3.4544674220346036e-75,1.3995250806363078e-38,0.0,2.965931953790315e-75,1.5473548690624698e-40,13.43370898654865,2.7546730566322967e-74,5.54440212847676e-39,1.211589096292423e-74,1,0,0,0,,,
529,0,95.79999999999994,0.0,1.9080539576515213e-73,1.7272337110173018e-75,7.049203898816954e-39,0.0,1.4829659768951575e-75,7.736774345312349e-41,13.43370898654865,1.3827098345382177e-74,2.7926345616398413e-39,6.078366265189775e-75,1,0,0,0,,,
530,0,95.59999999999994,0.0,9.577343937679987e-74,8.636168555086509e-76,3.550391197226184e-39,0.0,7.414829884475787e-76,3.8683871726561744e-41,13.43370898654865,6.940415703801435e-75,1.4065340295206516e-39,3.049393524458718e-75,1,0,0,0,,,
531,0,95.39999999999993,0.0,4.8072090435511834e-74,4.3180842775432545e-76,1.788090222521946e-39,0.0,3.7074149422378936e-76,1.9341935863280872e-41,13.43370898654865,3.483641117455891e-75,7.083753891106912e-40,1.5298019581612738e-75,1,0,0,0,,,
532,0,95.19999999999993,0.0,2.4128730591311868e-74,2.1590421387716273e-76,9.004924232153998e-40,0.0,1.8537074711189468e-76,9.670967931640436e-42,13.43370898654865,1.7485371915055322e-75,3.567418817305283e-40,7.674535770465942e-76,1,0,0,0,,,
533,0,94.99999999999993,0.0,1.2110707982433909e-74,1.0795210693858136e-76,4.534698675849133e-40,0.0,9.268537355594734e-77,4.835483965820218e-42,13.43370898654865,8.776269121415594e-76,1.7964803445285548e-40,3.850030875062759e-76,1,0,0,0,,,
534,0,94.79999999999993,0.0,6.078525334605942e-75,5.397605346929068e-77,2.2834676178106338e-40,0.0,4.634268677797367e-77,2.417741982910109e-42,13.43370898654865,4.4049261426517626e-76,9.046256402022342e-41,1.9313969324462732e-76,1,0,0,0,,,
535,0,94.59999999999992,0.0,3.050848338997465e-75,2.698802673464534e-77,1.1497929488483505e-40,0.0,2.3171343388986835e-77,1.2088709914550545e-42,13.43370898654865,2.2108588622978647e-76,4.555055540700955e-41,9.688892136805835e-77,1,0,0,0,,,
536,0,94.39999999999992,0.0,1.5312170053459793e-75,1.349401336732267e-77,5.78926044395692e-41,0.0,1.1585671694493418e-77,6.0443549572752726e-43,13.43370898654865,1.1096273266349242e-76,2.293491440195369e-41,4.860399805690151e-77,1,0,0,0,,,
537,0,94.19999999999992,0.0,7.685049205966131e-76,6.747006683661335e-78,2.914778071836044e-41,0.0,5.792835847246709e-78,3.0221774786376363e-43,13.43370898654865,5.56912611060458e-77,1.1547275550201305e-41,2.438176771488693e-77,1,0,0,0,,,
538,0,93.99999999999991,0.0,3.857006692601183e-76,3.3735033418306676e-78,1.467462960846814e-41,0.0,2.8964179236233544e-78,1.5110887393188181e-43,13.43370898654865,2.7950577940172684e-77,5.813546949712883e-42,1.223076820066155e-77,1,0,0,0,,,
539,0,93.79999999999991,0.0,1.93574439110965e-76,1.6867516709153338e-78,7.38768442887803e-42,0.0,1.4482089618116772e-78,7.555443696594091e-44,13.43370898654865,1.4027762663661238e-77,2.9267280621625564e-42,6.135326271939818e-78,1,0,0,0,,,
540,0,93.59999999999991,0.0,9.714927179593543e-77,8.433758354576669e-79,3.719027026760995e-42,0.0,7.241044809058386e-79,3.7777218482970453e-44,13.43370898654865,7.040118178618067e-78,1.4733413247343357e-42,3.077634221774431e-78,1,0,0,0,,,
541,0,93.3999999999999,0.0,4.875566201819418e-77,4.2168791772883345e-79,1.8721059195414874e-42,0.0,3.620522404529193e-79,1.8888609241485227e-44,13.43370898654865,3.5331775127027575e-78,7.416593091936963e-43,1.5438026537894758e-78,1,0,0,0,,,
542,0,93.1999999999999,0.0,2.4468344069210324e-77,2.1084395886441673e-79,9.423491628512387e-43,0.0,1.8102612022645965e-79,9.444304620742613e-45,13.43370898654865,1.7731479680482407e-78,3.7332397801011254e-43,7.743940983458683e-79,1,0,0,0,,,
543,0,92.9999999999999,0.0,1.2279428564661778e-77,1.0542197943220836e-79,4.743226829658668e-43,0.0,9.051306011322983e-80,4.7221523103713067e-45,13.43370898654865,8.898535898725514e-79,1.8790915071168846e-43,3.884434348984993e-79,1,0,0,0,,,
544,0,92.7999999999999,0.0,6.162342547359197e-78,5.271098971610418e-80,2.3873539225305715e-43,0.0,4.525653005661491e-80,2.3610761551856533e-45,13.43370898654865,4.465665978604912e-79,9.457815620916033e-44,1.948449103120323e-79,1,0,0,0,,,
545,0,92.5999999999999,0.0,3.092485406193753e-78,2.635549485805209e-80,1.2015472151159045e-43,0.0,2.2628265028307456e-80,1.1805380775928267e-45,13.43370898654865,2.2410320039235334e-79,4.76008685312382e-44,9.773405158740741e-80,1,0,0,0,,,
546,0,92.39999999999989,0.0,1.5518997693539535e-78,1.3177747429026045e-80,6.047087344832616e-44,0.0,1.1314132514153728e-80,5.902690387964133e-46,13.43370898654865,1.1246155092723054e-79,2.395632947894813e-44,4.902282400939936e-80,1,0,0,0,,,
547,0,92.19999999999989,0.0,7.787784178055153e-79,6.588873714513023e-81,3.043219307042855e-44,0.0,5.657066257076864e-81,2.9513451939820667e-46,13.43370898654865,5.6435750829142195e-80,1.2056112346138575e-44,2.4589311112547505e-80,1,0,0,0,,,
548,0,91.99999999999989,0.0,3.908034754670269e-79,3.2944368572565113e-81,1.5314474708347008e-44,0.0,2.828533128538432e-81,1.4756725969910333e-46,13.43370898654865,2.8320363097334566e-80,6.067029976401543e-45,1.2333605110197665e-80,1,0,0,0,,,
549,0,91.79999999999988,0.0,1.9610887101564808e-79,1.6472184286282557e-81,7.706426440739871e-45,0.0,1.414266564269216e-81,7.378362984955167e-47,13.43370898654865,1.4211425390049017e-80,3.053001889866899e-45,6.186277332060788e-81,1,0,0,0,,,
550,0,91.59999999999988,0.0,9.840800214889135e-80,8.236092143141278e-82,3.877807763653119e-45,0.0,7.07133282134608e-82,3.6891814924775833e-47,13.43370898654865,7.131334615715377e-81,1.5362443957665132e-45,3.102876054511371e-81,1,0,0,0,,,
551,0,91.39999999999988,0.0,4.9380784394979335e-80,4.118046071570639e-82,1.9512011534681513e-45,0.0,3.53566641067304e-82,1.8445907462387917e-47,13.43370898654865,3.5784782682031215e-81,7.729939232997886e-46,1.5563067214961747e-81,1,0,0,0,,,
552,0,91.19999999999987,0.0,2.4778783857756496e-80,2.0590230357853196e-82,9.817492125548715e-46,0.0,1.76783320533652e-82,9.222953731193958e-48,13.43370898654865,1.7956446142742778e-81,3.889328243581603e-46,7.805877078683319e-82,1,0,0,0,,,
553,0,90.99999999999987,0.0,1.2433587759011663e-80,1.0295115178926598e-82,4.939489241878337e-46,0.0,8.8391660266826e-83,4.611476865596979e-48,13.43370898654865,9.010250472234969e-82,1.9568434353321315e-46,3.9151102749428816e-82,1,0,0,0,,,
554,0,90.79999999999987,0.0,6.2388917945725385e-81,5.147557589463299e-83,2.4851162104911582e-46,0.0,4.4195830133413e-83,2.3057384327984896e-48,13.43370898654865,4.521138936549277e-82,9.845113744367308e-47,1.9636410052720522e-82,1,0,0,0,,,
555,0,90.59999999999987,0.0,3.130494854819623e-81,2.5737787947316495e-83,1.250243900021574e-46,0.0,2.20979150667065e-83,1.1528692163992448e-48,13.43370898654865,2.2685763184905343e-82,4.953005156036978e-47,9.848634365363316e-83,1,0,0,0,,,
556,0,90.39999999999986,0.0,1.5707719061764882e-81,1.2868893973658247e-83,6.289648473987844e-47,0.0,1.104895753335325e-83,5.764346081996224e-49,13.43370898654865,1.1382915843532153e-82,2.491726719945151e-47,4.9395318521831865e-83,1,0,0,0,,,
557,0,90.19999999999986,0.0,7.881481924715825e-82,6.434446986829124e-84,3.164038723933909e-47,0.0,5.524478766676625e-84,2.882173040998112e-49,13.43370898654865,5.7114750473058165e-83,1.2534754309359067e-47,2.4773732608423575e-83,1,0,0,0,,,
558,0,89.99999999999986,0.0,3.9545521592746047e-82,3.217223493414562e-84,1.5916266054369481e-47,0.0,2.7622393833383125e-84,1.441086520499056e-49,13.43370898654865,2.865746086422778e-83,6.305437509496189e-48,1.2424902977965608e-83,1,0,0,0,,,
559,0,89.79999999999986,0.0,1.9841816780956483e-82,1.608611746707281e-84,8.006169244534708e-48,0.0,1.3811196916691563e-84,7.20543260249528e-50,13.43370898654865,1.4378773245963241e-83,3.171748932156423e-48,6.231469825859713e-84,1,0,0,0,,,
560,0,89.59999999999985,0.0,9.955436382769972e-83,8.043058733536405e-85,4.027102730942338e-48,0.0,6.905598458345781e-85,3.60271630124764e-50,13.43370898654865,7.214408029906295e-84,1.5953895547823753e-48,3.125244081368311e-84,1,0,0,0,,,
561,0,89.39999999999985,0.0,4.994982187530851e-83,4.0215293667682023e-85,2.025560419808661e-48,0.0,3.4527992291728907e-85,1.80135815062382e-50,13.43370898654865,3.6197147184154843e-84,8.024523217432697e-49,1.5673766249033832e-84,1,0,0,0,,,
562,0,88.89999999999985,0.5,2.506123091838358e-83,2.0107646833841012e-85,1.0187847370730765e-48,0.0,1.7263996145864453e-85,9.0067907531191e-51,13.43370898654865,1.8161127109389111e-84,4.036049330476758e-49,7.860656045613054e-85,1,0,0,0,,,
563,0,88.39999999999985,1.0,1.2573775449556452e-83,1.0053823416920506e-85,5.123946321209112e-49,0.0,8.631998072932227e-86,4.50339537655955e-51,13.43370898654865,9.111840313350399e-85,0.27780013126156566,3.9422144833545957e-85,1,0,0,0,,,
564,0,87.89999999999985,1.5,6.3084677199605575e-84,5.026911708460253e-86,2.576984478526421e-49,0.0,4.315999036466113e-86,2.251697688279775e-51,13.43370898654865,4.5715585360031215e-85,0.5556002625231313,1.9770504719513324e-85,1,0,0,0,,,
565,0,97.59999999999985,1.6,3.1650238575714444e-84,2.5134558542301264e-86,1.295997898224143e-49,0.0,2.1579995182330567e-86,1.1258488441398875e-51,13.43370898654865,2.293598457665521e-85,0.833400393784697,9.914968511126833e-86,1,0,0,0,,,
566,0,97.39999999999985,0.6000000000000001,1.587906927581305e-84,1.2567279271150632e-86,6.517517785925377e-50,0.0,1.0789997591165283e-86,5.6292442206994375e-52,13.43370898654865,1.1507088236647412e-85,0.8889604200370101,4.972342331248503e-86,1,0,0,0,,,
567,0,97.19999999999985,0.0,7.966509631884439e-85,6.283639635575316e-87,3.27752304036502e-50,0.0,5.394998795582642e-87,2.8146221103497187e-52,13.43370898654865,5.7730920924836075e-86,0.33336015751387893,2.493600203466795e-86,1,0,0,0,,,
568,0,96.99999999999984,0.0,3.9967423129311766e-85,3.141819817787658e-87,1.6481435938836755e-50,0.0,2.697499397791321e-87,1.4073110551748594e-52,13.43370898654865,2.8963200333217552e-86,6.529336970373777e-51,1.2505146206546687e-86,1,0,0,0,,,
569,0,96.79999999999984,0.0,2.0051149049600668e-85,1.570909908893829e-87,8.287628337924205e-51,0.0,1.3487496988956604e-87,7.036555275874297e-53,13.43370898654865,1.453047010200853e-86,3.2832526428122096e-51,6.271145697879701e-87,1,0,0,0,,,
570,0,96.59999999999984,0.0,1.0059293267272727e-85,7.854549544469145e-88,4.167269353215017e-51,0.0,6.743748494478302e-88,3.5182776379371484e-53,13.43370898654865,7.289670018704143e-87,1.6509184002187644e-51,3.144859146243029e-87,1,0,0,0,,,
571,0,96.39999999999984,0.0,5.04650600487256e-86,3.9272747722345726e-88,2.0953622687339653e-51,0.0,3.371874247239151e-88,1.7591388189685742e-53,13.43370898654865,3.657052493202011e-87,8.301052395157125e-52,1.577072721773104e-87,1,0,0,0,,,
572,0,96.19999999999983,0.0,2.531682688054378e-86,1.9636373861172863e-88,1.0535449304302112e-51,0.0,1.6859371236195755e-88,8.795694094842871e-54,13.43370898654865,1.8346349885259747e-87,4.173756394610212e-52,7.908579352123467e-88,1,0,0,0,,,
573,0,95.99999999999983,0.0,1.270056186836238e-86,9.818186930586431e-89,5.297043632467198e-52,0.0,8.429685618097878e-89,4.3978470474214355e-54,13.43370898654865,9.20371865225472e-88,2.098493295820931e-52,3.9658975476907065e-88,1,0,0,0,,,
574,0,95.79999999999983,0.0,6.371355148226436e-87,4.909093465293216e-89,2.6631813063916704e-52,0.0,4.214842809048939e-89,2.1989235237107178e-54,13.43370898654865,4.617131180939784e-88,1.0550541971683781e-52,1.98875270965984e-88,1,0,0,0,,,
575,0,95.59999999999982,0.0,3.1962146811358406e-87,2.454546732646608e-89,1.3389203982748708e-52,0.0,2.1074214045244694e-89,1.0994617618553589e-54,13.43370898654865,2.3162015178761036e-88,5.304308732131453e-53,9.972783227371635e-89,1,0,0,0,,,
576,0,95.39999999999982,0.0,1.6033758940792316e-87,1.227273366323304e-89,6.731250716769532e-53,0.0,1.0537107022622347e-89,5.4973088092767944e-55,13.43370898654865,1.1619187226411579e-88,2.6666732392105085e-53,5.0009014532220346e-89,1,0,0,0,,,
577,0,95.19999999999982,0.0,8.043222237952715e-88,6.13636683161652e-90,3.383949721082355e-53,0.0,5.2685535113111735e-90,2.7486544046383972e-55,13.43370898654865,5.8286834317213176e-89,1.3405960561776446e-53,2.5077056463791255e-89,1,0,0,0,,,
578,0,94.99999999999982,0.0,4.034782502754636e-88,3.06818341580826e-90,1.701137041889972e-53,0.0,2.6342767556555868e-90,1.3743272023191986e-55,13.43370898654865,2.923886625118424e-89,6.739277463750178e-54,1.2574802830736169e-89,1,0,0,0,,,
579,0,94.79999999999981,0.0,2.023976943266457e-88,1.53409170790413e-90,8.551496116193833e-54,0.0,1.3171383778277934e-90,6.871636011595993e-56,13.43370898654865,1.4667157671880942e-89,3.3877873233060655e-54,6.305538714788355e-90,1,0,0,0,,,
580,0,94.59999999999981,0.0,1.0152813175777981e-88,7.67045853952065e-91,4.2986535114689027e-54,0.0,6.585691889138967e-91,3.4358180057979965e-56,13.43370898654865,7.357441109084884e-90,1.7029679573685212e-54,3.1618380071043135e-90,1,0,0,0,,,
581,0,94.3999999999998,0.0,5.092870817611839e-89,3.835229269760325e-91,2.1607794824204445e-54,0.0,3.2928459445694834e-91,1.7179090028989983e-56,13.43370898654865,3.6906516911146475e-90,8.560211265420049e-55,1.5854533284072242e-90,1,0,0,0,,,
582,0,94.1999999999998,0.0,2.5546675236673433e-89,1.9176146348801624e-91,1.0861161045532188e-54,0.0,1.6464229722847417e-91,8.589545014494991e-57,13.43370898654865,1.8512914138434265e-90,4.3027913719987456e-55,7.94993826631146e-91,1,0,0,0,,,
583,0,93.9999999999998,0.0,1.2814498192643837e-89,9.588073174400812e-92,5.459212339481077e-55,0.0,8.232114861423709e-92,4.2947725072474956e-57,13.43370898654865,9.286284910647649e-91,2.162738555643733e-55,3.986304945293399e-91,1,0,0,0,,,
584,0,93.7999999999998,0.0,6.427829383475478e-90,4.794036587200406e-92,2.74392207809803e-55,0.0,4.116057430711854e-92,2.1473862536237478e-57,13.43370898654865,4.658056376039082e-91,1.0870407126440467e-55,1.9988203787155347e-91,1,0,0,0,,,
585,0,93.5999999999998,0.0,3.224204835314519e-90,2.397018293600203e-92,1.3791189932277607e-55,0.0,2.058028715355927e-92,1.0736931268118739e-57,13.43370898654865,2.3364851483771694e-91,5.463560737331135e-56,1.0022441423921845e-91,1,0,0,0,,,
586,0,93.39999999999979,0.0,1.6172474894456495e-90,1.1985091468001015e-92,6.931384737032532e-56,0.0,1.0290143576779636e-92,5.3684656340593695e-58,13.43370898654865,1.1719710543673992e-91,2.7459589557210186e-56,5.0253904771330094e-92,1,0,0,0,,,
587,0,93.19999999999979,0.0,8.111962806170198e-91,5.9925457340005075e-93,3.4835872539631303e-56,0.0,5.145071788389818e-93,2.6842328170296848e-58,13.43370898654865,5.8784976727310674e-92,1.3800687713882343e-56,2.5197801211525482e-92,1,0,0,0,,,
588,0,92.99999999999979,0.0,4.068844082556074e-91,2.9962728670002537e-93,1.7507410697049973e-56,0.0,2.572535894194909e-93,1.3421164085148424e-58,13.43370898654865,2.94857003681257e-92,6.935790324579798e-57,1.2634325018692957e-92,1,0,0,0,,,
589,0,92.79999999999978,0.0,2.0408533810135244e-91,1.4981364335001269e-93,8.798442562142147e-57,0.0,1.2862679470974545e-93,6.710582042574212e-59,13.43370898654865,1.4789456186298026e-92,3.4856183961092126e-57,6.3348747158115864e-93,1,0,0,0,,,
590,0,92.59999999999978,0.0,1.0236423603745059e-91,7.490682167500634e-94,4.421589887879654e-57,0.0,6.431339735487272e-94,3.355291021287106e-59,13.43370898654865,7.418031094266603e-93,1.7516708149642627e-57,3.176293461138347e-93,1,0,0,0,,,
591,0,92.39999999999978,0.0,5.1342901512112484e-92,3.745341083750317e-94,2.2219792473441171e-57,0.0,3.215669867743636e-94,1.677645510643553e-59,13.43370898654865,3.720667047692097e-93,8.802662159369597e-58,1.592574782185451e-93,1,0,0,0,,,
592,0,92.19999999999978,0.0,2.5751842502749835e-92,1.8726705418751586e-94,1.1165817753742037e-57,0.0,1.607834933871818e-94,8.388227553217765e-60,13.43370898654865,1.8661592741254459e-93,4.42348512195894e-58,7.98501416900864e-94,1,0,0,0,,,
593,0,91.99999999999977,0.0,1.2916117124721714e-92,9.363352709375793e-95,5.610869635381744e-58,0.0,8.03917466935909e-95,4.1941137766088825e-60,13.43370898654865,9.359925122024218e-94,2.2228195821165415e-58,4.003577213545013e-94,1,0,0,0,,,
594,0,91.79999999999977,0.0,6.478156499034256e-93,4.6816763546878965e-95,2.8194151969462346e-58,0.0,4.019587334679545e-95,2.0970568883044412e-60,13.43370898654865,4.694526936710601e-94,1.1169483016268059e-58,2.0073236712928527e-94,1,0,0,0,,,
595,0,91.59999999999977,0.0,3.249127217853827e-93,2.3408381773439482e-95,1.4166977881007987e-58,0.0,2.0097936673397726e-95,1.0485284441522206e-60,13.43370898654865,2.3545456562045476e-94,5.6124340609767076e-59,1.0064293679065996e-94,1,0,0,0,,,
596,0,91.39999999999976,0.0,1.629588093095263e-93,1.1704190886719741e-95,7.1184398886424e-59,0.0,1.0048968336698863e-95,5.242642220761103e-61,13.43370898654865,1.180913922026897e-94,2.8200633069096915e-59,5.0459845008338636e-95,1,0,0,0,,,
597,0,91.19999999999976,0.0,8.173062886318064e-94,5.8520954433598706e-96,3.5766954183904035e-59,0.0,5.0244841683494315e-96,2.6213211103805515e-61,13.43370898654865,5.922775079757603e-95,1.4169547916655153e-59,2.529911081067365e-95,1,0,0,0,,,
598,0,90.99999999999976,0.0,4.099092653579906e-94,2.9260477216799353e-96,1.7970854462298035e-59,0.0,2.5122420841747158e-96,1.3106605551902758e-61,13.43370898654865,2.9704902746903594e-95,7.119389649380922e-60,1.2684149558588989e-95,1,0,0,0,,,
599,0,90.79999999999976,0.0,2.05582693200039e-94,1.4630238608399676e-96,9.029115916322026e-60,0.0,1.2561210420873579e-96,6.553302775951379e-62,13.43370898654865,1.4897965047509588e-95,3.5770026702171344e-60,6.359371855920576e-96,1,0,0,0,,,
600,0,90.59999999999975,0.0,1.0310537686054134e-94,7.315119304199838e-97,4.536402300747517e-60,0.0,6.280605210436789e-97,3.2766513879756894e-62,13.43370898654865,7.471739360783691e-96,1.7971552578719036e-60,3.18833446627333e-96,1,0,0,0,,,
601,0,90.39999999999975,0.0,5.17097035605316e-95,3.657559652099919e-97,2.2791233216670107e-60,0.0,3.1403026052183947e-97,1.6383256939878447e-62,13.43370898654865,3.747248098906294e-96,9.0290459031762e-61,1.5984915022931855e-96,1,0,0,0,,,
602,0,89.89999999999975,0.5,2.593335934539626e-95,1.8287798260499596e-97,1.1450227464801314e-60,0.0,1.5701513026091973e-97,8.191628469939224e-63,13.43370898654865,1.8793132587103706e-96,4.5361577584964415e-61,8.014078857248529e-97,1,0,0,0,,,
603,0,89.39999999999975,1.0,1.3005933455263362e-95,9.143899130249798e-98,5.7524191606337874e-61,0.0,7.850756513045987e-98,4.095814234969612e-63,13.43370898654865,9.425012339837974e-97,0.27780013126156566,4.017850101515566e-97,1,0,0,0,,,
604,0,88.89999999999975,1.5,6.5225936189142964e-96,4.571949565124899e-98,2.889862294433459e-61,0.0,3.9253782565229934e-98,2.047907117484806e-63,13.43370898654865,4.726729193062047e-97,0.5556002625231313,2.0143303872034342e-97,1,0,0,0,,,
605,0,88.39999999999975,2.0,3.271110255098456e-96,2.2859747825624494e-98,1.451757504275012e-61,0.0,1.9626891282614967e-98,1.023953558742403e-63,13.43370898654865,2.370476108102554e-97,0.833400393784697,1.0098678618245424e-97,1,0,0,0,,,
606,0,98.09999999999975,2.1,1.640461850369882e-96,1.1429873912812247e-98,7.292919306666473e-62,0.0,9.813445641307483e-99,5.119767793712015e-64,13.43370898654865,1.1887938098370418e-97,1.1112005250462627,5.062852650236838e-98,1,0,0,0,,,
