tick,plasticity_this_tick,m0_energy,m0_fatigue,m0_bonding,m0_fear_threat,m0_stress,m0_closeness_child,m0_OT,m0_CORT,m0_mot_Forage,m0_mot_Care,m0_mot_Self,m0_mot_Protect,m0_sel_Forage,m0_sel_Care,m0_sel_Self,m0_sel_Protect,c0_hunger,c0_warmth,c0_injury
116,0,60.0000000000002,8.399999999999997,83.62843454326462,22.642938219415413,43.248601211029,40.0,2.965267012361327,39.7912939427012,37.29563720879236,14.344948019034758,22.837201578209847,15.367445517102366,1,0,0,0,48.0,46.5,0.0
117,0,59.5000000000002,8.899999999999997,74.95308462968828,32.179333485976755,48.71348910399781,40.0,1.4826335061806635,46.74533433330768,36.343856898997096,14.04649966274574,25.517752121145595,19.675213756145496,1,0,0,0,48.5,46.0,0.0
118,0,59.0000000000002,9.399999999999997,65.65707633956677,31.947531119257427,57.10941160287149,50.0,0.7413167530903317,47.22235452861092,36.807828009433365,7.730028194374427,29.11052568346858,17.03993169754465,1,0,0,0,49.0,45.5,0.0
119,0,58.5000000000002,9.899999999999997,55.9257388611727,28.902697747763238,61.55577879516963,60.0,0.37065837654516587,45.84157650083953,37.64969351875247,13.328101415954569,31.002940000206657,17.588981932994255,1,0,0,0,49.5,45.0,0.0
120,0,58.0000000000002,10.399999999999997,45.85173678864233,25.30921325015067,62.47042525823018,70.0,0.18532918827258293,44.103808945710185,38.56526322370573,18.90134275569195,31.469751759877692,17.86701323719798,1,0,0,0,50.0,44.5,0.0
121,0,57.5000000000002,10.899999999999997,35.48140241904381,21.44140318947891,61.31733113884649,80.0,0.09266459413629147,42.187546626901856,39.51768502647609,24.453109777064043,31.104168434129264,18.00609251808597,1,0,0,0,50.5,44.0,0.0
122,0,57.0000000000002,11.399999999999997,47.33790190091122,12.436430347277556,58.97942661932794,90.0,45.04633229706815,36.8487035929207,41.160218327482404,31.615589201710943,30.021407540491225,16.308050921655237,1,0,0,0,51.0,43.5,0.0
123,0,56.700000000000195,11.499999999999996,72.68281830851159,6.218215173638778,53.19586906750783,100.0,72.52316614853407,33.36879624090473,42.42838671313371,39.75553399942928,27.708029797618178,16.310136080755438,1,0,0,0,41.5,43.0,0.0
124,0,56.40000000000019,11.599999999999996,100.0,3.109107586819389,46.12693833860175,100.0,86.26158307426704,30.784398120452302,39.694746202485774,42.06535713466063,24.813167365089367,15.580126755831694,0,1,0,0,42.0,47.5,0.0
125,0,55.90000000000019,12.099999999999996,100.0,1.5545537934096945,39.75019329394699,100.0,93.13079153713352,28.647754615781647,40.23289171325337,39.093301575058305,22.267509795457716,14.838958197459691,1,0,0,0,42.5,47.0,0.0
126,0,55.40000000000019,12.599999999999996,100.0,3.3508700255119908,35.498088338926166,85.85786437626905,89.49432795670128,29.62849494931774,40.42441127322187,30.97636752170779,20.947431021681936,12.486897270577833,1,0,0,0,43.0,46.5,0.0
127,0,54.90000000000019,13.099999999999996,100.0,9.249028141563139,34.464388049961876,71.7157287525381,44.74716397835064,33.78553178275246,40.06490133141232,22.859433468357278,21.10022446580998,12.090481911372416,1,0,0,0,43.5,46.0,0.0
128,0,54.40000000000019,13.599999999999996,100.0,9.269175011454191,37.46593622197503,57.57359312880715,22.37358198917532,34.244762074046804,40.49502631460851,14.742499415006764,22.568099082099106,8.891592208802326,1,0,0,0,44.0,45.5,0.0
129,0,54.100000000000186,13.699999999999996,96.5100621639605,11.350316258265197,39.29316936171007,43.431457505076196,11.18679099458766,36.188422427604294,40.64828331098015,14.219501065408664,23.670168810947736,9.559687973732874,1,0,0,0,44.5,45.0,0.0
130,0,53.600000000000186,14.199999999999996,89.97342657927409,9.461954693536171,41.71505313170042,43.431457505076196,5.59339549729383,35.47429781229335,41.23127158632127,14.076038962205683,24.59410166372734,8.479347075909974,1,0,0,0,45.0,44.5,0.0
131,0,53.100000000000186,14.699999999999996,81.78844212026422,13.517773911171659,42.22516629001561,57.57359312880715,2.796697748646915,38.78390217130455,41.11925609067086,14.413447280612779,25.26962883985734,10.415652782021047,1,0,0,0,45.5,44.0,0.0
132,0,52.600000000000186,15.199999999999996,72.65428322409262,22.61675133185488,45.102030728055425,71.7157287525381,1.3983488743234576,45.48608289205381,40.32975739829176,22.528912853673663,27.126040498731072,17.710731570015785,1,0,0,0,46.0,43.5,0.0
133,0,52.100000000000186,15.699999999999996,84.38500320340742,30.095172230331006,51.97418232755283,85.85786437626905,43.628106625296255,51.12312804451811,39.757959553068495,32.156394012137234,30.487067381138715,24.807801905336063,1,0,0,0,46.5,43.0,0.0
134,0,51.80000000000018,15.799999999999995,100.0,31.7633148677036,59.94874681094835,100.0,71.81405331264813,52.894272079506614,39.96669758075058,42.06535713466063,34.00456137375088,29.241665900825726,0,1,0,0,47.0,47.5,0.0
135,0,51.50000000000018,15.899999999999995,100.0,30.526318374524422,64.13801349898867,100.0,85.90702665632406,51.55468777797944,40.46218336793967,39.093301575058305,35.66008579770639,28.651899942614705,1,0,0,0,37.5,47.0,0.0
136,0,51.20000000000017,15.999999999999995,100.0,26.97888793980031,64.42934213366229,100.0,92.95351332816203,48.08782972401505,37.78742587310081,39.42352997056967,35.65994341353651,26.960582528977604,0,1,0,0,38.0,50.0,0.0
137,0,50.70000000000017,16.499999999999993,100.0,20.20517272243826,61.62579917699182,100.0,96.47675666408102,42.509956252588424,39.026698341100385,37.44215959750146,34.27810197790597,23.731061129487756,1,0,0,0,38.5,49.5,0.0
138,0,50.20000000000017,16.999999999999993,100.0,13.8893829256227,56.273498135727024,85.85786437626905,91.16731052017504,38.101731391452084,40.30797461767397,29.32522554415095,32.13086548636786,17.511370818339657,1,0,0,0,39.0,49.0,0.0
139,0,49.70000000000017,17.499999999999993,100.0,17.8025558390804,50.189342729110656,75.85786437626905,45.58365526008752,40.94499750212758,40.21512181140688,23.682408090287712,30.187105922813494,17.10831550504217,1,0,0,0,39.5,48.5,0.0
140,0,49.20000000000017,17.999999999999993,100.0,24.759142295809255,49.56607803384688,65.85786437626905,22.79182763004376,46.03329722413199,39.713425686479525,18.039590636424485,30.553553819748966,18.156276192579618,1,0,0,0,40.0,48.0,0.0
141,0,48.70000000000017,18.499999999999993,98.11462357417761,33.23743552417368,53.436074412459405,51.715728752538105,11.39591381502188,52.24411375180087,39.007307902222045,9.786028972762585,32.77346800972508,18.938074263684936,1,0,0,0,40.5,47.5,0.0
142,0,48.50000000000017,17.499999999999993,93.13026869459975,30.40551432649041,60.43410918711012,37.57359312880715,5.69795690751094,50.96881014105832,39.820571409714454,16.152593173827423,35.68702906410665,19.88060427399853,1,0,0,0,41.0,47.0,0.0
143,0,48.00000000000017,17.999999999999993,86.47142458814416,21.91848591578331,62.73071830496019,37.57359312880715,2.84897845375547,45.85044646111005,41.2382452976633,16.000274983288076,35.63187501807973,15.650834553982868,1,0,0,0,41.5,46.5,0.0
144,0,47.700000000000166,18.099999999999994,78.8503358682497,10.959242957891655,59.51055883366678,27.57359312880714,1.424489226877735,39.14744545277719,43.143309558822544,21.75127164290825,34.10532986272879,12.484628864704161,1,0,0,0,42.0,46.0,0.0
145,0,47.200000000000166,18.599999999999994,70.6231248416358,5.479621478945828,52.17973110927856,27.57359312880714,0.7122446134388675,36.06261161527743,44.20873723999013,21.485298576102377,30.99236791302576,9.645514633100916,1,0,0,0,42.5,45.5,0.0
146,0,46.700000000000166,19.099999999999994,61.967852661662185,2.739810739472914,45.82616547493593,41.715728752538105,0.35612230671943373,34.85352802986088,45.00962689658037,12.741142744465003,28.620960481690748,4.892382744256142,1,0,0,0,43.0,45.0,0.0
147,0,46.200000000000166,19.599999999999994,52.97354990500871,1.369905369736457,41.4997512161348,51.715728752538105,0.17806115335971687,34.58231957048594,45.62648745240914,8.496160277686291,27.118715260786413,2.5013050117699813,1,0,0,0,43.5,44.5,0.0
148,0,45.700000000000166,20.099999999999994,43.684731860015305,0.6849526848682285,38.95617281036375,61.7157287525381,0.08903057667985843,34.780048674131805,46.15133345785715,14.126301563698453,26.35580364697307,4.1876687422575385,1,0,0,0,44.0,44.0,0.0
149,0,45.200000000000166,20.599999999999994,34.12365617085193,0.34247634243411423,37.68864241373745,75.85786437626905,0.04451528833992922,35.21224655928807,46.63017218811478,22.210829749174874,26.11493508764305,6.969564166637809,1,0,0,0,44.5,43.5,0.0
150,0,44.700000000000166,21.099999999999994,45.76591775367084,0.17123817121705712,37.25145106299834,85.85786437626905,42.95118983230449,35.76167883519953,47.086007280777224,29.357783991802833,26.211276181023592,9.477304463410697,1,0,0,0,45.0,43.0,0.0
151,0,44.40000000000016,21.199999999999996,71.42038187841364,0.08561908560852856,37.32558675586026,100.0,71.47559491615225,36.369728306488604,47.53034055464207,39.99427738947863,26.51431616349388,13.351514594107192,1,0,0,0,35.5,42.5,0.0
152,0,44.20000000000016,20.199999999999996,100.0,4.687470483476887,36.59235361974028,100.0,85.73779745807613,38.925749224803766,43.76083225391906,42.395585530172,26.50137404507266,16.332646840799377,1,0,0,0,36.0,42.0,0.0
153,0,44.000000000000156,19.199999999999996,100.0,14.059463994276541,38.778361157074805,100.0,92.86889872903807,45.15113822520501,42.77937710908876,42.72581392568337,27.263862664231034,20.800955978069936,1,0,0,0,36.5,41.5,0.0
154,0,43.70000000000015,19.299999999999997,100.0,25.816528561541844,45.23715909614236,100.0,96.43444936451903,53.21121126664927,41.47751845941047,43.05604232119473,29.834121007282313,26.40640149751621,0,1,0,0,37.0,46.0,0.0
155,0,43.40000000000015,19.4,100.0,38.76612865703997,54.12782615746822,100.0,98.21722468225951,61.1108485508373,40.06721814578101,40.083986761592406,34.036480369602614,32.58041520805035,0,1,0,0,37.5,50.0,0.0
156,0,42.90000000000015,19.9,100.0,52.31199651665451,64.68957214802654,100.0,99.10861234112976,69.04137906750829,38.57681695593954,37.44215959750146,38.92962150696089,39.038713014128405,0,0,0,1,38.0,49.5,0.0
157,0,42.700000000000145,15.899999999999999,100.0,66.15599825832726,77.2959112687342,90.0,94.55430617056487,78.05402286708744,37.14988550493777,31.799342143638228,44.86937610092561,43.37040417100821,0,0,1,0,38.5,49.0,0.0
158,0,42.50000000000014,11.899999999999999,100.0,66.00693131729815,91.38462934283868,90.0,92.27715308528244,78.07963289230003,37.447461913639515,32.1295705391496,48.221214977036944,43.29933314712223,0,0,1,0,39.0,48.5,0.0
159,0,42.30000000000014,7.899999999999999,100.0,58.861330034918126,98.55450274128539,90.0,91.13857654264122,73.61172603032932,38.68493238490228,32.45979893466097,48.49457360842304,39.89250668436824,0,0,1,0,39.5,48.0,0.0
160,0,42.100000000000136,3.8999999999999986,100.0,48.217461581862636,98.43493672572518,90.0,90.5692882713206,66.897060724767,40.392349887445576,32.790027330172336,45.71138062920869,34.817802502180264,0,0,1,0,40.0,47.5,0.0
161,0,41.900000000000134,2.8999999999999986,100.0,42.89552735533489,92.75564246507246,90.0,90.2846441356603,63.77306140531916,41.38483423354159,33.120255725683705,40.982340542351075,32.280450411086264,1,0,0,0,40.5,47.0,0.0
162,0,41.70000000000013,1.8999999999999986,100.0,38.163492430205544,87.2673508194209,90.0,90.14232206783015,61.06368320435159,42.29807322417406,33.450484121195075,38.0242241846419,30.02434610739957,1,0,0,0,41.0,46.5,0.0
163,0,41.50000000000013,0.8999999999999986,100.0,37.86854277950634,82.2094006212295,90.0,90.07116103391508,61.323039311778125,42.61524709155458,33.78071251670644,35.4506232500472,29.88372221369592,1,0,0,0,41.5,46.0,0.0
164,0,41.300000000000125,0.0,100.0,39.79213576602222,79.83522767437623,90.0,90.03558051695754,63.06676257340172,42.63438839730913,34.11094091221781,34.0472508740787,30.800838524983796,1,0,0,0,42.0,45.5,0.0
165,0,41.10000000000012,0.0,100.0,37.82500007114564,80.03724661699609,90.0,90.01779025847877,62.219336078790505,43.17619887157812,34.44116930772919,33.5323551054732,29.862962246096128,1,0,0,0,42.5,45.0,0.0
166,0,40.90000000000012,0.0,100.0,34.77036441184187,79.36673535847677,90.0,90.00889512923939,60.648244290241244,43.864100926297084,34.771397703240545,33.11937796509387,28.406595848512598,1,0,0,0,43.0,44.5,0.0
167,0,40.70000000000012,0.0,100.0,31.171978770324507,77.65623724659943,90.0,90.0044475646197,58.715319854722964,44.625048771241026,35.10162609875193,32.26816773164355,26.690984391581136,1,0,0,0,43.5,44.0,0.0
168,0,40.500000000000114,0.0,100.0,27.30171813770035,75.12388483164888,90.0,90.00222378230984,56.60147909572018,45.42251951129746,35.43185449426329,31.078254807133412,24.845750404975707,1,0,0,0,44.0,43.5,0.0
169,0,40.30000000000011,0.0,100.0,23.295520009522797,72.02967482696462,90.0,90.00111189115492,54.397180174975134,46.23825169891015,35.76208288977466,29.659197464831205,22.93570515353329,1,0,0,0,44.5,43.0,0.0
170,0,40.10000000000011,0.0,100.0,19.22135313356854,68.57907080831497,90.0,90.00055594557746,52.147652173358956,47.06311461030096,36.09231128528603,28.095671377501887,20.99325426967239,1,0,0,0,45.0,42.5,0.0
171,0,39.900000000000105,0.0,100.0,12.184269695591414,64.91253717313333,90.0,90.00027797278872,47.92288817255087,48.28600711014816,36.4225396807974,26.303680847895478,17.63816613507064,1,0,0,0,45.5,42.0,0.0
172,0,39.7000000000001,0.0,100.0,6.092134847795707,59.49198787594743,90.0,90.00013898639436,44.32811075294207,49.381957966317906,36.75276807630877,23.86239514332374,14.733603538594059,1,0,0,0,46.0,41.5,0.0
173,0,39.5000000000001,0.0,100.0,3.0460674238978536,53.71940913821964,90.0,90.00006949319717,42.764055376471,50.068708989227154,37.08299647182014,21.428580369737062,13.281322240355767,1,0,0,0,46.5,41.0,0.0
174,0,39.3000000000001,0.0,100.0,1.5230337119489268,49.46307883589944,90.0,90.00003474659859,42.215361021568796,50.550860095506145,37.4132248673315,19.66891330163084,12.555181591236618,1,0,0,0,47.0,40.5,0.0
175,0,39.100000000000094,0.0,100.0,3.3351099847816066,46.8110043291223,90.0,90.0000173732993,43.89007592998913,50.58498223204827,37.74345326284288,18.70566765123609,13.419129795852756,1,0,0,0,47.5,40.0,0.0
176,0,38.90000000000009,0.0,100.0,9.241148121197947,46.81389746948472,90.0,90.00000868664965,48.294100050865964,50.06913344581626,38.07368165835424,18.991701149696418,16.234966590832123,1,0,0,0,48.0,39.5,0.0
177,0,38.70000000000009,0.0,100.0,14.265235001271595,50.41869812543034,90.0,90.00000434332483,52.1101573192147,49.67176342476455,38.40391005386561,20.662135191289767,18.6303132464615,1,0,0,0,48.5,39.0,0.0
178,0,38.500000000000085,0.0,100.0,18.848346253173894,55.3344798362106,90.0,90.00000217166242,55.63223116129939,49.33363278630298,38.73413844937698,22.830660393097737,20.81541483241589,1,0,0,0,49.0,38.5,0.0
179,0,38.30000000000008,0.0,100.0,23.21096969099052,60.660765722929725,90.0,90.0000010858312,59.00731329025204,49.02512183913647,39.06436684488835,25.15117661933708,22.895393883532783,1,0,0,0,49.5,38.0,0.0
180,0,38.10000000000008,0.0,100.0,27.46334922176431,66.06981052187905,90.0,90.0000005429156,62.30889956263869,48.73142073761751,39.39459524039972,27.499161079954135,24.922811667230928,1,0,0,0,50.0,37.5,0.0
181,0,37.90000000000008,0.0,100.0,31.66060679901668,71.45898818907386,90.0,90.0000002714578,65.57373790674234,48.44512455892232,39.724823635911086,29.836616018841067,26.923948817219692,1,0,0,0,50.5,37.0,0.0
182,0,37.40000000000008,0.5,100.0,35.83030339950834,76.8076089964566,90.0,90.0000001357289,68.82020228670447,48.162530841639004,40.055052031422456,32.15667437740343,28.911945650353776,1,0,0,0,51.0,36.5,0.0
183,0,37.10000000000007,0.6,100.0,40.844083887888694,82.1206397269659,80.0,45.00000006786445,72.72938926877522,47.92182561667288,34.412234577559225,34.78114914899442,29.0336298044822,1,0,0,0,51.5,36.0,0.0
184,0,36.60000000000007,1.1,97.75000001696611,48.350974132078875,87.9181442490376,80.0,22.500000033932224,78.28398275981061,47.24268310545036,34.57941218030994,37.495573659818966,32.55074288469975,1,0,0,0,52.0,35.5,0.0
185,0,36.10000000000007,1.6,100.0,55.033351442308486,95.33739108848195,90.0,56.25000001696611,83.34723429741797,46.7778234392782,41.045737217956564,41.034941040131926,38.06743161331495,1,0,0,0,52.5,35.0,0.0
186,0,35.80000000000007,1.7000000000000002,100.0,56.30347228555782,100.0,100.0,78.12500000848306,84.83148152497802,47.04003055648585,47.349011462842526,43.22116117507737,40.94173904896642,0,1,0,0,53.0,39.5,0.0
187,0,35.500000000000064,1.8000000000000003,100.0,51.93853270718248,100.0,100.0,89.06250000424153,81.39582736098026,47.95571511500507,44.37695590324021,43.066171250588575,38.86065572563576,1,0,0,0,43.5,39.0,0.0
188,0,35.30000000000006,0.8000000000000003,100.0,44.75606291799481,100.0,100.0,94.53125000212077,75.50022250120361,45.76927822859136,44.70718429875158,42.77527317973343,35.43625137129912,1,0,0,0,44.0,38.5,0.0
189,0,35.10000000000006,0.0,100.0,38.235895835266454,97.69653958417726,100.0,97.26562500106039,70.83313194589226,46.92272968957058,45.03741269426295,40.99261601765568,32.3276147595992,1,0,0,0,44.5,38.0,0.0
190,0,34.900000000000055,0.0,100.0,29.975812293902276,92.98239016358598,100.0,98.63281250053019,65.39958666823658,48.309916464211994,45.36764108977432,38.2821251505554,28.389433761077946,1,0,0,0,45.0,37.5,0.0
191,0,34.70000000000005,0.0,100.0,22.916838335085657,86.22743918028371,100.0,99.31640625026509,60.96352590398573,49.53574967292442,45.697869485285686,35.265561664843894,25.023908827285712,1,0,0,0,45.5,37.0,0.0
192,0,34.50000000000005,0.0,100.0,24.387351355677353,79.18495211427675,100.0,99.65820312513254,62.31216218852698,49.61575642277757,46.028097880797056,32.54652064877264,25.725009053060898,1,0,0,0,46.0,36.5,0.0
193,0,34.30000000000005,0.0,100.0,30.1226078659732,76.77009168298426,100.0,99.82910156256628,66.55314699746427,49.122849943201096,46.358326276308425,31.866491436361606,28.459421858619784,1,0,0,0,46.5,36.0,0.0
194,0,34.100000000000044,0.0,100.0,37.99023612112113,79.0547419070824,100.0,99.91455078128314,72.24030606859957,48.343486848909805,46.688554671819794,33.15109341020072,32.21049095407053,1,0,0,0,47.0,35.5,0.0
195,0,33.90000000000004,0.0,100.0,44.85298243682961,84.88199612789253,100.0,99.95727539064157,77.26984039625691,47.699116670021176,47.018783067331164,35.790672299336016,35.48245993632751,1,0,0,0,47.5,35.0,0.0
196,0,33.60000000000004,0.1,100.0,53.28435559468386,91.9263834527529,100.0,99.97863769532078,83.35127422675224,46.84402172607381,47.349011462842526,38.98809969179061,39.50230712012729,0,1,0,0,48.0,39.5,0.0
197,0,33.400000000000034,0.0,100.0,57.50004217361098,99.34173500018848,100.0,99.9893188476604,85.54754669755548,46.60700993739734,44.37695590324021,42.18469896189857,41.512230712027176,1,0,0,0,48.5,39.0,0.0
198,0,33.20000000000003,0.0,100.0,57.53681765120906,100.0,100.0,99.9946594238302,85.49830439171343,46.879620816407154,44.70718429875158,42.39169317213386,41.52976424983743,1,0,0,0,49.0,38.5,0.0
199,0,33.00000000000003,0.0,100.0,52.555205390008105,100.0,100.0,99.9973297119151,82.37368323879244,47.82638730006387,45.03741269426295,42.151397012846004,39.15466832607126,1,0,0,0,49.5,38.0,0.0
200,0,32.800000000000026,0.0,100.0,45.06439925940762,100.0,100.0,99.99866485595754,77.71137266233193,49.11023158604404,45.36764108977432,41.79006581146517,35.58325767151686,1,0,0,0,50.0,37.5,0.0
201,0,32.60000000000002,0.0,100.0,36.318996194107385,99.42525730724651,100.0,99.99933242797877,72.28021737410165,50.56261477318593,45.697869485285686,41.140525234628186,31.413689651568383,1,0,0,0,50.5,37.0,0.0
202,0,32.10000000000002,0.5,100.0,24.87522684959179,94.57903317635962,100.0,99.99966621398939,65.08392785540956,52.37748863366875,46.028097880797056,38.66862119302332,25.957614690783142,1,0,0,0,51.0,36.5,0.0
203,0,31.600000000000023,1.0,100.0,14.153342177333997,86.10923482318024,90.0,94.99983310699469,58.48578309606351,54.2506668734805,40.385280426933825,35.073812117878695,18.576965820749006,1,0,0,0,51.5,36.0,0.0
